Province,DateTime,Wind,Temp
Rayong,2020-08-21 16:00 Local,230° @ 7,28.7
Rayong,2020-08-21 19:00 Local,210° @ 6,28.1
Rayong,2020-08-21 22:00 Local,305° @ 8,27.7
Rayong,2020-08-22 01:00 Local,235° @ 0,27.1
Rayong,2020-08-22 04:00 Local,235° @ 6,27.2
Rayong,2020-08-22 07:00 Local,265° @ 8,27.5
Rayong,2020-08-22 10:00 Local,225° @ 10,29.1
Rayong,2020-08-22 13:00 Local,235° @ 16,29.3
Rayong,2020-08-22 16:00 Local,210° @ 17,29.2
Rayong,2020-08-22 19:00 Local,200° @ 16,28
Rayong,2020-08-22 22:00 Local,210° @ 18,28
Rayong,2020-08-23 01:00 Local,230° @ 22,27.8
Rayong,2020-08-23 04:00 Local,245° @ 19,27.5
Rayong,2020-08-23 07:00 Local,240° @ 14,27.4
Rayong,2020-08-23 10:00 Local,235° @ 20,28.9
Rayong,2020-08-23 13:00 Local,220° @ 17,29.5
Rayong,2020-08-23 16:00 Local,205° @ 20,29
Rayong,2020-08-23 19:00 Local,205° @ 13,27.8
Rayong,2020-08-23 22:00 Local,215° @ 15,27.8
Rayong,2020-08-24 01:00 Local,235° @ 17,27.6
Rayong,2020-08-24 04:00 Local,235° @ 16,27.1
Rayong,2020-08-24 07:00 Local,260° @ 12,27.6
Rayong,2020-08-24 10:00 Local,245° @ 11,29
Rayong,2020-08-24 13:00 Local,235° @ 10,29.6
Rayong,2020-08-24 16:00 Local,215° @ 13,29.3
Rayong,2020-08-24 19:00 Local,165° @ 10,28.1
Rayong,2020-08-24 22:00 Local,170° @ 11,27.8
Rayong,2020-08-25 01:00 Local,195° @ 10,27.7
Rayong,2020-08-25 04:00 Local,205° @ 11,27.5
Rayong,2020-08-25 07:00 Local,235° @ 8,28
Rayong,2020-08-25 10:00 Local,215° @ 10,29.3
Rayong,2020-08-25 13:00 Local,210° @ 12,29.8
Rayong,2020-08-25 16:00 Local,205° @ 13,29.5
Rayong,2020-08-25 19:00 Local,195° @ 12,28.2
Rayong,2020-08-25 22:00 Local,185° @ 12,27.6
Rayong,2020-08-26 01:00 Local,200° @ 13,27.6
Rayong,2020-08-26 04:00 Local,205° @ 14,27.5
Rayong,2020-08-26 07:00 Local,220° @ 11,28.2
Rayong,2020-08-26 10:00 Local,235° @ 10,29.5
Rayong,2020-08-26 13:00 Local,200° @ 8,30.4
Rayong,2020-08-26 16:00 Local,200° @ 13,29.9
Rayong,2020-08-26 19:00 Local,190° @ 14,28.1
Rayong,2020-08-26 22:00 Local,205° @ 16,27.9
Rayong,2020-08-27 01:00 Local,220° @ 14,28.1
Rayong,2020-08-27 04:00 Local,245° @ 15,27.6
Rayong,2020-08-27 07:00 Local,280° @ 14,27.9
Rayong,2020-08-27 10:00 Local,275° @ 12,29.6
Rayong,2020-08-27 13:00 Local,240° @ 15,30
Rayong,2020-08-27 16:00 Local,225° @ 13,29.8
Rayong,2020-08-27 19:00 Local,190° @ 14,28.5
Rayong,2020-08-27 22:00 Local,190° @ 16,28.1
Rayong,2020-08-28 01:00 Local,215° @ 14,28.2
